Time (s),ADC Reading,Intensity (Duty Cycle %)
25.88298988342285,490,47.898338220918866
26.131704807281494,491,0.0
26.380579948425293,491,0.0
26.629255056381226,687,67.15542521994135
26.87814998626709,721,70.4789833822092
27.1268789768219,722,70.57673509286413
27.375643014907837,722,0.0
27.624534130096436,722,0.0
27.873201847076416,866,84.65298142717498
28.1219699382782,875,85.5327468230694
28.370676040649414,892,0.0
28.619559049606323,892,0.0
28.868278741836548,967,94.52590420332356
29.117177963256836,1022,99.90224828934507
29.365889072418213,1022,0.0
29.614688873291016,1022,0.0
29.863532781600952,1023,100.0
30.11218285560608,1023,100.0
30.36108899116516,1011,0.0
30.609822988510132,1011,0.0
30.85865306854248,839,82.01368523949169
31.10732913017273,754,73.70478983382209
31.356064081192017,683,0.0
31.604881048202515,683,0.0
31.853769063949585,668,65.29814271749756
32.10255289077759,667,65.20039100684262
32.35113787651062,666,0.0
32.59998798370361,666,0.0
32.84871578216553,658,64.32062561094818
33.09755492210388,554,54.154447702834794
33.346323013305664,527,0.0
33.59488797187805,527,0.0
33.843737840652466,450,43.988269794721404
34.092381954193115,394,38.51417399804497
34.341087102890015,392,0.0
34.58983087539673,392,0.0
34.83863306045532,274,26.783968719452588
35.08735179901123,238,23.264907135874875
35.33619213104248,155,0.0
35.58496117591858,155,0.0
35.8336820602417,155,0.0
36.08259701728821,31,0.0
36.33126497268677,31,0.0
36.5802059173584,1,0.0
36.828855752944946,1,0.0
37.07775807380676,1,0.0
37.32651090621948,1,0.0
37.57522797584534,1,0.0
37.82408690452576,1,0.0
38.072773933410645,68,6.647116324535679
38.32185506820679,67,6.549364613880742
38.570371866226196,67,0.0
38.81919002532959,67,0.0
39.06789994239807,71,6.940371456500488
39.3167519569397,173,16.911045943304007
39.565422773361206,174,0.0
39.814290046691895,174,0.0
40.06313610076904,174,17.008797653958943
40.31176686286926,175,17.10654936461388
40.56062388420105,247,0.0
40.80934405326843,247,0.0
41.05821394920349,335,32.74682306940371
41.30693292617798,335,32.74682306940371
41.55579400062561,334,0.0
41.804550886154175,334,0.0
42.05330991744995,479,46.82306940371456
42.30214786529541,499,48.7781036168133
42.55083870887756,498,0.0
42.79965806007385,498,0.0
43.04846382141113,498,0.0
43.29719686508179,668,65.29814271749756
43.54585289955139,743,72.62952101661779
43.79462790489197,743,0.0
44.04350399971008,743,0.0
44.292181968688965,827,80.84066471163244
44.541136026382446,828,80.93841642228739
44.78966999053955,825,80.64516129032258
45.038540840148926,672,65.6891495601173
45.28726410865784,625,61.09481915933529
45.53602695465088,624,60.997067448680355
45.78505611419678,625,61.09481915933529
46.03359794616699,580,56.695992179863154
46.282305002212524,463,45.25904203323558
46.53107476234436,465,45.45454545454545
46.77980995178223,452,44.18377321603128
47.02860903739929,370,36.168132942326494
47.2775399684906,370,36.168132942326494
47.526137828826904,262,25.61094819159335
47.77497601509094,238,23.264907135874875
48.02374792098999,238,23.264907135874875
48.27259397506714,116,11.339198435972628
48.52131485939026,41,4.007820136852395
48.770024061203,41,4.007820136852395
49.018710136413574,0,0.0
49.26762890815735,1,0.09775171065493646
49.516427755355835,1,0.09775171065493646
49.76518797874451,1,0.09775171065493646
50.014058113098145,1,0.09775171065493646
50.26280403137207,1,0.09775171065493646
50.51163697242737,63,6.158357771260997
50.760308027267456,110,10.75268817204301
51.0091028213501,109,10.654936461388074
51.257814168930054,109,10.654936461388074
51.506601095199585,129,12.609970674486803
51.755444049835205,245,23.949169110459433
52.004220962524414,245,23.949169110459433
52.25293183326721,246,24.04692082111437
52.501725912094116,245,23.949169110459433
52.75050497055054,288,28.152492668621704
52.99919891357422,416,40.66471163245357
53.24815487861633,538,52.59042033235581
53.49688410758972,538,52.59042033235581
53.74559688568115,581,56.79374389051809
53.99439191818237,717,70.08797653958945
54.24301505088806,718,70.18572825024438
54.49181795120239,741,72.43401759530792
54.74069690704346,918,89.73607038123167
54.98924899101257,956,93.45063538611925
55.23803186416626,1023,100.0
55.486685037612915,1022,99.90224828934507
55.73547387123108,1023,100.0
55.984187841415405,1023,100.0
56.232855796813965,1005,98.24046920821115
56.48159909248352,880,86.02150537634408
56.73039484024048,879,85.92375366568915
56.97911310195923,879,85.92375366568915
57.22783279418945,690,67.44868035190615
57.476664781570435,691,67.5464320625611
57.72524905204773,690,67.44868035190615
57.974135875701904,540,52.785923753665685
58.222736835479736,542,52.98142717497556
58.471590995788574,488,47.70283479960899
58.72030186653137,423,41.348973607038126
58.969099044799805,423,41.348973607038126
59.2177529335022,257,25.12218963831867
59.46658205986023,258,25.219941348973606
59.715209007263184,103,10.068426197458455
59.96398997306824,4,0.39100684261974583
